Section,Element,Category,Property,Value
"Variant 1","time","Spacing","paddingBottom","0px"
"Variant 1","time","Spacing","paddingLeft","10px"
"Variant 1","time","Spacing","paddingRight","10px"
"Variant 1","time","Spacing","gap","10px"
"Variant 1","time","Spacing","borderRadius","0px"
"Variant 1","time","Spacing","width","61"
"Variant 1","time","Spacing","height","18"
"Variant 1",".Safari, iOS","Spacing","paddingTop","16px"
"Variant 1",".Safari, iOS","Spacing","paddingBottom","30px"
"Variant 1",".Safari, iOS","Spacing","paddingLeft","32px"
"Variant 1",".Safari, iOS","Spacing","paddingRight","32px"
"Variant 1",".Safari, iOS","Spacing","gap","8px"
"Variant 1",".Safari, iOS","Spacing","borderRadius","0px"
"Variant 1",".Safari, iOS","Spacing","width","375"
"Variant 1",".Safari, iOS","Spacing","height","90"
"Variant 1","Above Keyboard Button","Spacing","paddingTop","0px"
"Variant 1","Above Keyboard Button","Spacing","paddingBottom","0px"
"Variant 1","Above Keyboard Button","Spacing","paddingLeft","12px"
"Variant 1","Above Keyboard Button","Spacing","paddingRight","12px"
"Variant 1","Above Keyboard Button","Spacing","gap","10px"
"Variant 1","Above Keyboard Button","Spacing","borderRadius","24px"
"Variant 1","Above Keyboard Button","Spacing","width","44"
"Variant 1","Above Keyboard Button","Spacing","height","44"
"Variant 1","Button","Spacing","paddingTop","9px"
"Variant 1","Button","Spacing","paddingBottom","9px"
"Variant 1","Button","Spacing","paddingLeft","0px"
"Variant 1","Button","Spacing","paddingRight","0px"
"Variant 1","Button","Spacing","gap","0px"
"Variant 1","Button","Spacing","borderRadius","24px"
"Variant 1","Button","Spacing","width","44"
"Variant 1","Button","Spacing","height","44"
"Ultimate - new flow","1","Colors","Color","#080e12"
"Ultimate - new flow","2","Colors","Color","#080e12"
"Ultimate - new flow","3","Colors","Color","#080e12"
"Ultimate - new flow","18","Colors","Color","#f9fafa"
"Ultimate - new flow","Ultimate - new flow","Colors","Color","#ffffff"
"Ultimate - new flow","Standard","Colors","Color","#dddedf"
"Ultimate - new flow","Checkout","Colors","Color","#ffffff"
"Ultimate - new flow","choose payment compact","Colors","Color","#080e12"
"Ultimate - new flow","Header","Colors","Color","#f9fafa"
"Ultimate - new flow","Body copy","Colors","Color","#b3b9bb"
"Ultimate - new flow",".radio btn","Colors","Color","#080e12"
"Ultimate - new flow","heading","Colors","Color","#f9fafa"
"Ultimate - new flow","icon","Colors","Color","#f9fafa"
"Ultimate - new flow","Shape","Colors","Color","#f9fafa"
"Ultimate - new flow","Oval","Colors","Color","#f9fafa"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Colors","Color","#b3b9bb"
"Ultimate - new flow","divider","Colors","Color","#ffffff"
"Ultimate - new flow","21 Feb at 6:00 PM","Colors","Color","#6d7377"
"Ultimate - new flow","discount","Colors","Color","#ffffff"
"Ultimate - new flow","Vector","Colors","Color","#f9fafa"
"Ultimate - new flow","save €120","Colors","Color","#79e99c"
"Ultimate - new flow",".Validetion icon","Colors","Color","#ffffff"
"Ultimate - new flow","Main","Colors","Color","#f9fafa"
"Ultimate - new flow",".validation-icon","Colors","Color","#ffffff"
"Ultimate - new flow","subscription-card","Colors","Color","#ffffff"
"Ultimate - new flow","All these fights and more this year one price.","Colors","Color","#ffffff"
"Ultimate - new flow","check","Colors","Color","#ffffff"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Colors","Color","#f9fafa"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Colors","Color","#f9fafa"
"Ultimate - new flow","185+ fights a year from the best promoters","Colors","Color","#f9fafa"
"Ultimate - new flow","action-check-circle","Colors","Color","#ffffff"
"Ultimate - new flow","Best Value Icon","Colors","Color","#080e12"
"Ultimate - new flow","Save £179.89 ","Colors","Color","#79e99c"
"Ultimate - new flow","button-validation-sucess","Colors","Color","#ffffff"
"Ultimate - new flow","mobile/button","Colors","Color","#ffffff"
"Ultimate - new flow","Text","Colors","Color","#f9fafa"
"Ultimate - new flow",".header-component-mobile","Colors","Color","#080e12"
"Ultimate - new flow","chevron-left-large","Colors","Color","#ffffff"
"Ultimate - new flow","title","Colors","Color","#f9fafa"
"Ultimate - new flow","Above Keyboard Button","Colors","Color","#ffffff"
"Ultimate - new flow","􀆇","Colors","Color","#ffffff"
"Ultimate - new flow","Search Bar","Colors","Color","#ffffff"
"Ultimate - new flow","reload","Colors","Color","#ffffff"
"Ultimate - new flow","domain","Colors","Color","#ffffff"
"Ultimate - new flow","site settings","Colors","Color","#ffffff"
"Ultimate - new flow","Button","Colors","Color","#ffffff"
"Ultimate - new flow","􀓔","Colors","Color","#ffffff"
"Ultimate - new flow","12-month minimum term","Colors","Color","#b3b9bb"
"Ultimate - new flow","Union","Colors","Color","#6d7377"
"Ultimate - new flow","Vector (Stroke)","Colors","Color","#f9fafa"
"Ultimate - new flow","[Price]","Colors","Color","#f9fafa"
"Ultimate - new flow","settings-gift","Colors","Color","#ffffff"
"Ultimate - new flow","sports-boxing","Colors","Color","#ffffff"
"Ultimate - new flow","reminder","Colors","Color","#ffffff"
"Ultimate - new flow","􀇺","Colors","Color","#b3b9bb"
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Colors","Color","#b3b9bb"
"Ultimate - new flow","In 7 days • 6 April 2026","Colors","Color","#f9fafa"
"Ultimate - new flow","You'll be charged $30.99/month. Cancel anytime before.","Colors","Color","#b3b9bb"
"Ultimate - new flow","Whats included","Colors","Color","#0c161c"
"Ultimate - new flow","chevron-left-medium","Colors","Color","#ffffff"
"Ultimate - new flow","Label","Colors","Color","#3c381d"
"Ultimate - new flow","✏️ Body","Colors","Color","#b3b9bb"
"Ultimate - new flow",".status-bar","Colors","Color","#0c161c"
"Ultimate - new flow","Time","Colors","Color","#ffffff"
"Ultimate - new flow","Status/mini","Colors","Color","#ffffff"
"Ultimate - new flow","Battery/mini","Colors","Color","#ffffff"
"Ultimate - new flow","Cap","Colors","Color","#ffffff"
"Ultimate - new flow","Capacity","Colors","Color","#ffffff"
"Ultimate - new flow","Wifi","Colors","Color","#ffffff"
"Ultimate - new flow","Wifi-path","Colors","Color","#ffffff"
"Ultimate - new flow","Cellular","Colors","Color","#ffffff"
"Ultimate - new flow","Cellular_Connection-path","Colors","Color","#ffffff"
"Ultimate - new flow","   ","Colors","Color","#080e12"
"Ultimate - new flow","Subtract","Colors","Color","#70c8ff"
"Ultimate - new flow","content","Colors","Color","#b3b9bb"
"Ultimate - new flow","Logo sets","Colors","Color","#ffffff"
"Ultimate - new flow","MMA /  UFC ","Colors","Color","#ffffff"
"Ultimate - new flow","logos","Colors","Color","#ffffff"
"Ultimate - new flow","Soccer / LaLiga ","Colors","Color","#ffffff"
"Ultimate - new flow","Soccer / Serie-A","Colors","Color","#ffffff"
"Ultimate - new flow","Rectangle 1307","Colors","Color","#0c2c5b"
"Ultimate - new flow","Basektball / NBA","Colors","Color","#ffffff"
"Ultimate - new flow","Device Name","Colors","Color","#f9fafa"
"Ultimate - new flow","Table item 1","Colors","Color","#ffffff"
"Ultimate - new flow","£00.00","Colors","Color","#f9fafa"
"Ultimate - new flow","/month","Colors","Color","#b3b9bb"
"Ultimate - new flow","Table item 2","Colors","Color","#ffffff"
"Ultimate - new flow","list item","Colors","Color","#043820"
"Ultimate - new flow","Table item 3","Colors","Color","#ffffff"
"Ultimate - new flow","Total","Colors","Color","#ffffff"
"Ultimate - new flow","Next payment","Colors","Color","#ffffff"
"Ultimate - new flow","Terms and conditions","Colors","Color","#ffffff"
"Ultimate - new flow","12 month contract. Pay in full Currently, you have selected the Annual-pay over time plan with a total fee of ¥ 1,980 over 12-months. Under the Annual-pay over time plan... more","Colors","Color","#9ea2a4"
"Ultimate - new flow","Promo","Colors","Color","#ffffff"
"Ultimate - new flow","Uppsell","Colors","Color","#043820"
"Ultimate - new flow","Save","Colors","Color","#147e4a"
"Ultimate - new flow","SAVE €240","Colors","Color","#ffffff"
"Ultimate - new flow","payment options v2 ","Colors","Color","#0c161c"
"Ultimate - new flow","Debit & Credit Cards","Colors","Color","#f9fafa"
"Ultimate - new flow",".payment methods","Colors","Color","#ffffff"
"Ultimate - new flow","+2","Colors","Color","#f9fafa"
"Ultimate - new flow","Apple Pay","Colors","Color","#f9fafa"
"Ultimate - new flow","apple-pay-logo-svgrepo-com 1","Colors","Color","#ffffff"
"Ultimate - new flow","PayPay","Colors","Color","#f9fafa"
"Ultimate - new flow","Paypay 1","Colors","Color","#ffffff"
"Ultimate - new flow","Direct Carrier","Colors","Color","#f9fafa"
"Ultimate - new flow","softbank","Colors","Color","#ffffff"
"Ultimate - new flow","path12384","Colors","Color","#fbbd09"
"Ultimate - new flow","path12386","Colors","Color","#fbbd09"
"Ultimate - new flow","path12388","Colors","Color","#080e12"
"Ultimate - new flow","path12390","Colors","Color","#080e12"
"Ultimate - new flow","path12392","Colors","Color","#080e12"
"Ultimate - new flow","path12394","Colors","Color","#080e12"
"Ultimate - new flow","path12396","Colors","Color","#080e12"
"Ultimate - new flow","path12398","Colors","Color","#080e12"
"Ultimate - new flow","path12400","Colors","Color","#080e12"
"Ultimate - new flow","path12402","Colors","Color","#080e12"
"Ultimate - new flow","au","Colors","Color","#ffffff"
"Ultimate - new flow","Merpay","Colors","Color","#f9fafa"
"Ultimate - new flow","Google Pay","Colors","Color","#f9fafa"
"Ultimate - new flow","google-pay-primary-logo-logo-svgrepo-com 1","Colors","Color","#ffffff"
"Ultimate - new flow","PayPal","Colors","Color","#f9fafa"
"Ultimate - new flow","paypal-logo","Colors","Color","#ffffff"
"Ultimate - new flow","Frame 1","Colors","Color","#0c161c"
"Ultimate - new flow","chevron-up-medium","Colors","Color","#ffffff"
"Ultimate - new flow","Bundle Upsell","Colors","Color","#ffffff"
"Ultimate - new flow","Frame 2147227933","Colors","Color","#080e12"
"Ultimate - new flow","Dismiss","Colors","Color","#080e12"
"Ultimate - new flow","close","Colors","Color","#f9fafa"
"Ultimate - new flow","Handle","Colors","Color","#ced0d2"
"Ultimate - new flow","across-platform/icon-button","Colors","Color","#3d4549"
"Ultimate - new flow","top-content","Colors","Color","#ffffff"
"Ultimate - new flow","Rectangle 2","Colors","Color","#d9d9d9"
"Ultimate - new flow","✏️ Title","Colors","Color","#f9fafa"
"Ultimate - new flow","Frame 2147227922","Colors","Color","#f9fafa"
"Ultimate - new flow","✏️ Proposition","Colors","Color","#b3b9bb"
"Ultimate - new flow","Frame 2147225113","Colors","Color","#080e12"
"Ultimate - new flow","English +4","Colors","Color","#f9fafa"
"Ultimate - new flow",".mobile/media-label","Colors","Color","#080e12"
"Ultimate - new flow","CC","Colors","Color","#f9fafa"
"Ultimate - new flow","UHD","Colors","Color","#f9fafa"
"Ultimate - new flow","5.1","Colors","Color","#f9fafa"
"Ultimate - new flow","HDR","Colors","Color","#f9fafa"
"Ultimate - new flow","Frame 2147227934","Colors","Color","#080e12"
"Ultimate - new flow","Ultimate","Colors","Color","#dddedf"
"Ultimate - new flow","interface-video","Colors","Color","#ffffff"
"Ultimate - new flow","devices-device switch","Colors","Color","#ffffff"
"Ultimate - new flow","download","Colors","Color","#ffffff"
"Ultimate - new flow","Landing entry","Colors","Color","#dddedf"
"Ultimate - new flow","Purchase summary","Colors","Color","#f9fafa"
"Ultimate - new flow","Order summary","Colors","Color","#0c161c"
"Ultimate - new flow","Table item 5","Colors","Color","#ffffff"
"Ultimate - new flow","Table item 6","Colors","Color","#ffffff"
"Ultimate - new flow","Seperator Text","Colors","Color","#ffffff"
"Ultimate - new flow","or","Colors","Color","#9ea2a4"
"Ultimate - new flow","Bundle","Colors","Color","#dddedf"
"Ultimate - new flow","mobile-web-ppv","Colors","Color","#ffffff"
"Ultimate - new flow","mobile-hero-web","Colors","Color","#080e12"
"Ultimate - new flow","mobile/label","Colors","Color","#d12424"
"Ultimate - new flow","live","Colors","Color","#f9fafa"
"Ultimate - new flow","rec","Colors","Color","#f9fafa"
"Ultimate - new flow","00:00","Colors","Color","#f9fafa"
"Ultimate - new flow",".player-time","Colors","Color","#3d4549"
"Ultimate - new flow","Frame 2147225003","Colors","Color","#dddedf"
"Ultimate - new flow","Dot 2","Colors","Color","#3d4549"
"Ultimate - new flow","Dot 3","Colors","Color","#3d4549"
"Ultimate - new flow","Tab","Colors","Color","#1b2326"
"Ultimate - new flow",".tab","Colors","Color","#1b2326"
"Ultimate - new flow","UEFA_Champions_League_logo_no_text_great 1","Colors","Color","#ffffff"
"Ultimate - new flow","Professional Fighters League ","Colors","Color","#ffffff"
"Ultimate - new flow","Component 7","Colors","Color","#ffffff"
"Ultimate - new flow","Team vs Team","Colors","Color","#f9fafa"
"Ultimate - new flow","Meta","Colors","Color","#ced0d2"
"Ultimate - new flow","Full fight replay +7","Colors","Color","#b3b9bb"
"Ultimate - new flow",".media-label","Colors","Color","#080e12"
"Ultimate - new flow","Badges","Colors","Color","#d12424"
"Ultimate - new flow","Path","Colors","Color","#f9fafa"
"Ultimate - new flow","LIVE","Colors","Color","#080e12"
"Ultimate - new flow","purchased","Colors","Color","#f9fafa"
"Ultimate - new flow","Ellipse 1","Colors","Color","#ffffff"
"Ultimate - new flow","Component 8","Colors","Color","#ffffff"
"Ultimate - new flow","Component 4","Colors","Color","#ffffff"
"Ultimate - new flow","Frame 2147223518","Colors","Color","#242d33"
"Ultimate - new flow","Combined Shape","Colors","Color","#f9fafa"
"Ultimate - new flow","Component 5","Colors","Color","#ffffff"
"Ultimate - new flow","Tile Image","Colors","Color","#32373a"
"Ultimate - new flow","Status bar/mini","Colors","Color","#000000"
"Ultimate - new flow","record","Colors","Color","#ff0000"
"Ultimate - new flow","camera indicator","Colors","Color","#67ce67"
"Ultimate - new flow","Line 4 (Stroke)","Colors","Color","#f9fafa"
"Ultimate - new flow","Line 5 (Stroke)","Colors","Color","#f9fafa"
"Ultimate - new flow","Line 7 (Stroke)","Colors","Color","#f9fafa"
"Ultimate - new flow","Line 6 (Stroke)","Colors","Color","#f9fafa"
"Ultimate - new flow","dazn vector","Colors","Color","#f9fafa"
"Ultimate - new flow","navbar icons","Colors","Color","#ffffff"
"Ultimate - new flow","Exclude","Colors","Color","#d9d9d9"
"Ultimate - new flow","Ellipse 99","Colors","Color","#d9d9d9"
"Ultimate - new flow","background","Colors","Color","#080e12"
"Ultimate - new flow","initials","Colors","Color","#f9fafa"
"Ultimate - new flow","bottomsheet/alt-web","Colors","Color","#080e12"
"Ultimate - new flow","Bottom Sheet","Colors","Color","#0c161c"
"Ultimate - new flow","Frame 2147227442","Colors","Color","#22342d"
"Ultimate - new flow","􀋦","Colors","Color","#080e12"
"Ultimate - new flow",".bottomsheet-footer","Colors","Color","#1b2326"
"Ultimate - new flow","Status bar","Colors","Color","#3c3c3c"
"Ultimate - new flow",".Safari/iOS","Colors","Color","#ffffff"
"Ultimate - new flow","URL Bar Scroll/mini","Colors","Color","#3d3d3d"
"Ultimate - new flow","home","Colors","Color","#ffffff"
"Ultimate - new flow","trust","Colors","Color","#9b9ba1"
"Ultimate - new flow","1","Typography","content","1"
"Ultimate - new flow","1","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","1","Typography","fontSize","16px"
"Ultimate - new flow","1","Typography","fontWeight","700"
"Ultimate - new flow","1","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","1","Typography","letterSpacing","0"
"Ultimate - new flow","1","Typography","textAlign","CENTER"
"Ultimate - new flow","1","Typography","color","#080e12"
"Ultimate - new flow","2","Typography","content","2"
"Ultimate - new flow","2","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","2","Typography","fontSize","16px"
"Ultimate - new flow","2","Typography","fontWeight","700"
"Ultimate - new flow","2","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","2","Typography","letterSpacing","0"
"Ultimate - new flow","2","Typography","textAlign","CENTER"
"Ultimate - new flow","2","Typography","color","#080e12"
"Ultimate - new flow","3","Typography","content","3"
"Ultimate - new flow","3","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","3","Typography","fontSize","16px"
"Ultimate - new flow","3","Typography","fontWeight","700"
"Ultimate - new flow","3","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","3","Typography","letterSpacing","0"
"Ultimate - new flow","3","Typography","textAlign","CENTER"
"Ultimate - new flow","3","Typography","color","#080e12"
"Ultimate - new flow","18","Typography","content","18"
"Ultimate - new flow","18","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","18","Typography","fontSize","11.490582466125488px"
"Ultimate - new flow","18","Typography","fontWeight","800"
"Ultimate - new flow","18","Typography","lineHeight","12.448131561279297px"
"Ultimate - new flow","18","Typography","letterSpacing","0"
"Ultimate - new flow","18","Typography","textAlign","CENTER"
"Ultimate - new flow","18","Typography","color","#f9fafa"
"Ultimate - new flow","Header","Typography","content","DAZN Standard"
"Ultimate - new flow","Header","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Header","Typography","fontSize","20px"
"Ultimate - new flow","Header","Typography","fontWeight","700"
"Ultimate - new flow","Header","Typography","lineHeight","27.600000381469727px"
"Ultimate - new flow","Header","Typography","letterSpacing","0"
"Ultimate - new flow","Header","Typography","textAlign","LEFT"
"Ultimate - new flow","Header","Typography","color","#f9fafa"
"Ultimate - new flow","Body copy","Typography","content","Your payment is encrypted and you can change how you pay at any time."
"Ultimate - new flow","Body copy","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Body copy","Typography","fontSize","14px"
"Ultimate - new flow","Body copy","Typography","fontWeight","400"
"Ultimate - new flow","Body copy","Typography","lineHeight","21px"
"Ultimate - new flow","Body copy","Typography","letterSpacing","0"
"Ultimate - new flow","Body copy","Typography","textAlign","LEFT"
"Ultimate - new flow","Body copy","Typography","color","#b3b9bb"
"Ultimate - new flow","heading","Typography","content","DAZN Ultimate"
"Ultimate - new flow","heading","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","heading","Typography","fontSize","18px"
"Ultimate - new flow","heading","Typography","fontWeight","700"
"Ultimate - new flow","heading","Typography","lineHeight","24.84000015258789px"
"Ultimate - new flow","heading","Typography","letterSpacing","0"
"Ultimate - new flow","heading","Typography","textAlign","CENTER"
"Ultimate - new flow","heading","Typography","color",""
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","content","Pay for the fight with a 7-day free trial "
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","fontSize","14px"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","fontWeight","400"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","lineHeight","21px"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","letterSpacing","0"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","textAlign","LEFT"
"Ultimate - new flow","Pay for the fight with a 7-day free trial","Typography","color","#b3b9bb"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","content","21 Feb at 6:00 PM"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","fontSize","11px"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","fontWeight","400"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","lineHeight","14.168000221252441px"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","letterSpacing","0.11"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","textAlign","LEFT"
"Ultimate - new flow","21 Feb at 6:00 PM","Typography","color","#6d7377"
"Ultimate - new flow","save €120","Typography","content","Save €120"
"Ultimate - new flow","save €120","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","save €120","Typography","fontSize","12px"
"Ultimate - new flow","save €120","Typography","fontWeight","400"
"Ultimate - new flow","save €120","Typography","lineHeight","15.455999374389648px"
"Ultimate - new flow","save €120","Typography","letterSpacing","0.12"
"Ultimate - new flow","save €120","Typography","textAlign","CENTER"
"Ultimate - new flow","save €120","Typography","color","#79e99c"
"Ultimate - new flow","Main","Typography","content","Here is an explanatory text that describes what is include in the plan"
"Ultimate - new flow","Main","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Main","Typography","fontSize","14px"
"Ultimate - new flow","Main","Typography","fontWeight","400"
"Ultimate - new flow","Main","Typography","lineHeight","21px"
"Ultimate - new flow","Main","Typography","letterSpacing","0"
"Ultimate - new flow","Main","Typography","textAlign","LEFT"
"Ultimate - new flow","Main","Typography","color","#f9fafa"
"Ultimate - new flow","All these fights and more this year one price.","Typography","content","All these fights and more this year one price."
"Ultimate - new flow","All these fights and more this year one price.","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","All these fights and more this year one price.","Typography","fontSize","14px"
"Ultimate - new flow","All these fights and more this year one price.","Typography","fontWeight","700"
"Ultimate - new flow","All these fights and more this year one price.","Typography","lineHeight","21px"
"Ultimate - new flow","All these fights and more this year one price.","Typography","letterSpacing","0"
"Ultimate - new flow","All these fights and more this year one price.","Typography","textAlign","LEFT"
"Ultimate - new flow","All these fights and more this year one price.","Typography","color","#ffffff"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","content","Over 12 unmissable PPVs a year"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","fontSize","14px"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","fontWeight","400"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","lineHeight","21px"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","letterSpacing","0"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","textAlign","LEFT"
"Ultimate - new flow","Over 12 unmissable PPVs a year","Typography","color","#f9fafa"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","content","HDR and Dolby 5.1 surround sound "
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","fontSize","14px"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","fontWeight","400"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","lineHeight","21px"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","letterSpacing","0"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","textAlign","LEFT"
"Ultimate - new flow","HDR and Dolby 5.1 surround sound","Typography","color","#f9fafa"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","content","185+ fights a year from the best promoters"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","fontSize","14px"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","fontWeight","400"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","lineHeight","21px"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","letterSpacing","0"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","textAlign","LEFT"
"Ultimate - new flow","185+ fights a year from the best promoters","Typography","color","#f9fafa"
"Ultimate - new flow","Save £179.89 ","Typography","content","Save up to Save €120/year"
"Ultimate - new flow","Save £179.89 ","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Save £179.89 ","Typography","fontSize","11px"
"Ultimate - new flow","Save £179.89 ","Typography","fontWeight","700"
"Ultimate - new flow","Save £179.89 ","Typography","lineHeight","14.168000221252441px"
"Ultimate - new flow","Save £179.89 ","Typography","letterSpacing","0.11"
"Ultimate - new flow","Save £179.89 ","Typography","textAlign","CENTER"
"Ultimate - new flow","Save £179.89 ","Typography","color","#79e99c"
"Ultimate - new flow","Text","Typography","content","Less payment options"
"Ultimate - new flow","Text","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Text","Typography","fontSize","12px"
"Ultimate - new flow","Text","Typography","fontWeight","700"
"Ultimate - new flow","Text","Typography","lineHeight","15.455999374389648px"
"Ultimate - new flow","Text","Typography","letterSpacing","0.12"
"Ultimate - new flow","Text","Typography","textAlign","LEFT"
"Ultimate - new flow","Text","Typography","color","#f9fafa"
"Ultimate - new flow","title","Typography","content","Choose how to pay"
"Ultimate - new flow","title","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","title","Typography","fontSize","16px"
"Ultimate - new flow","title","Typography","fontWeight","700"
"Ultimate - new flow","title","Typography","lineHeight","24.799999237060547px"
"Ultimate - new flow","title","Typography","letterSpacing","0"
"Ultimate - new flow","title","Typography","textAlign","CENTER"
"Ultimate - new flow","title","Typography","color","#f9fafa"
"Ultimate - new flow","􀆇","Typography","content","􀆉"
"Ultimate - new flow","􀆇","Typography","fontFamily","SF Pro"
"Ultimate - new flow","􀆇","Typography","fontSize","22px"
"Ultimate - new flow","􀆇","Typography","fontWeight","510"
"Ultimate - new flow","􀆇","Typography","lineHeight","42px"
"Ultimate - new flow","􀆇","Typography","letterSpacing","0"
"Ultimate - new flow","􀆇","Typography","textAlign","CENTER"
"Ultimate - new flow","􀆇","Typography","color","#ffffff"
"Ultimate - new flow","domain","Typography","content","dazn.com"
"Ultimate - new flow","domain","Typography","fontFamily","SF Pro Text"
"Ultimate - new flow","domain","Typography","fontSize","17px"
"Ultimate - new flow","domain","Typography","fontWeight","500"
"Ultimate - new flow","domain","Typography","lineHeight","20.287109375px"
"Ultimate - new flow","domain","Typography","letterSpacing","0"
"Ultimate - new flow","domain","Typography","textAlign","CENTER"
"Ultimate - new flow","domain","Typography","color","#ffffff"
"Ultimate - new flow","􀓔","Typography","content","􀍠"
"Ultimate - new flow","􀓔","Typography","fontFamily","SF Compact"
"Ultimate - new flow","􀓔","Typography","fontSize","23px"
"Ultimate - new flow","􀓔","Typography","fontWeight","350"
"Ultimate - new flow","􀓔","Typography","lineHeight","27.447265625px"
"Ultimate - new flow","􀓔","Typography","letterSpacing","0"
"Ultimate - new flow","􀓔","Typography","textAlign","CENTER"
"Ultimate - new flow","􀓔","Typography","color","#ffffff"
"Ultimate - new flow","12-month minimum term","Typography","content","FIFA World Cup add-on available at checkout"
"Ultimate - new flow","12-month minimum term","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","12-month minimum term","Typography","fontSize","12px"
"Ultimate - new flow","12-month minimum term","Typography","fontWeight","400"
"Ultimate - new flow","12-month minimum term","Typography","lineHeight","18.239999771118164px"
"Ultimate - new flow","12-month minimum term","Typography","letterSpacing","0"
"Ultimate - new flow","12-month minimum term","Typography","textAlign","LEFT"
"Ultimate - new flow","12-month minimum term","Typography","color","#b3b9bb"
"Ultimate - new flow","[Price]","Typography","content","£449.99"
"Ultimate - new flow","[Price]","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","[Price]","Typography","fontSize","18px"
"Ultimate - new flow","[Price]","Typography","fontWeight","700"
"Ultimate - new flow","[Price]","Typography","lineHeight","24.84000015258789px"
"Ultimate - new flow","[Price]","Typography","letterSpacing","0"
"Ultimate - new flow","[Price]","Typography","textAlign","LEFT"
"Ultimate - new flow","[Price]","Typography","color","#f9fafa"
"Ultimate - new flow","Today","Typography","content","Today"
"Ultimate - new flow","Today","Typography","fontFamily","DAZN Oscine"
"Ultimate - new flow","Today","Typography","fontSize","14px"
"Ultimate - new flow","Today","Typography","fontWeight","700"
"Ultimate - new flow","Today","Typography","lineHeight","18.031999588012695px"
"Ultimate - new flow","Today","Typography","letterSpacing","0"
"Ultimate - new flow","Today","Typography","textAlign","LEFT"
"Ultimate - new flow","Today","Typography","color",""
"Ultimate - new flow","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","content","Pay for your fight and start your 7-day free trial of DAZN standard"
